Motor Speed [RPM],Continuous Power [kW],Peak Power [kW]
3848.848849,53.85027687,82.38799798
3853.853854,53.89023623,82.47644966
3858.858859,53.93006425,82.56476267
3863.863864,53.96976112,82.65293746
3868.868869,54.00932705,82.7409745
3873.873874,54.04876226,82.82887424
3878.878879,54.08806695,82.91663715
3883.883884,54.12724134,83.00426369
3888.888889,54.16628563,83.09175431
3893.893894,54.20520003,83.17910947
3898.898899,54.24398474,83.26632963
3903.903904,54.28263999,83.35341526
3908.908909,54.32116598,83.44036682
3913.913914,54.35956291,83.52718475
3918.918919,54.39783099,83.61386953
3923.923924,54.43597045,83.70042161
3928.928929,54.47398147,83.78684145
3933.933934,54.51186428,83.87312952
3938.938939,54.54961908,83.95928626
3943.943944,54.58724607,84.04531215
3948.948949,54.62474548,84.13120764
3953.953954,54.66211751,84.21697319
3958.958959,54.69936236,84.30260926
3963.963964,54.73648025,84.3881163
3968.968969,54.77347139,84.47349479
3973.973974,54.81033597,84.55874518
3978.978979,54.84707423,84.64386793
3983.983984,54.88368635,84.72886349
3988.988989,54.92017255,84.81373234
3993.993994,54.95653305,84.89847492
3998.998999,54.99276804,84.9830917
4004.004004,55.02887774,85.06758314
4009.009009,55.06486236,85.15194969
4014.014014,55.10072211,85.23619183
4019.019019,55.13645719,85.32031
4024.024024,55.17206781,85.40430466
4029.029029,55.20755418,85.48817628
4034.034034,55.24291652,85.57192532
4039.039039,55.27815503,85.65555224
4044.044044,55.31326991,85.73905748
4049.049049,55.34826139,85.82244153
4054.054054,55.38312966,85.90570483
4059.059059,55.41787494,85.98884784
4064.064064,55.45249743,86.07187103
4069.069069,55.48699735,86.15477485
4074.074074,55.5213749,86.23755977
4079.079079,55.5556303,86.32022624
4084.084084,55.58976374,86.40277472
4089.089089,55.62377545,86.48520567
4094.094094,55.65766562,86.56751956
4099.099099,55.69143447,86.64971684
4104.104104,55.72508221,86.73179797
4109.109109,55.75860905,86.81376341
4114.114114,55.79201519,86.89561363
4119.119119,55.82530084,86.97734907
4124.124124,55.85846622,87.05897021
4129.129129,55.89151153,87.14047749
4134.134134,55.92443698,87.22187139
4139.139139,55.95724278,87.30315236
4144.144144,55.98992914,87.38432085
4149.149149,56.02249626,87.46537734
4154.154154,56.05494437,87.54632227
4159.159159,56.08727366,87.62715611
4164.164164,56.11948434,87.70787933
4169.169169,56.15157662,87.78849237
4174.174174,56.18355072,87.86899569
4179.179179,56.21540684,87.94938977
4184.184184,56.24714519,88.02967505
4189.189189,56.27876598,88.109852
4194.194194,56.31026942,88.18992108
4199.199199,56.34165572,88.26988274
4204.204204,56.37292508,88.34973745
4209.209209,56.40407771,88.42948566
4214.214214,56.43511384,88.50912784
4219.219219,56.46603365,88.58866445
4224.224224,56.49683737,88.66809594
4229.229229,56.52752519,88.74742277
4234.234234,56.55809734,88.82664541
4239.239239,56.58855402,88.90576431
4244.244244,56.61889543,88.98477994
4249.249249,56.64912179,89.06369275
4254.254254,56.67923331,89.14250321
4259.259259,56.70923019,89.22121176
4264.264264,56.73911264,89.29981888
4269.269269,56.76888088,89.37832502
4274.274274,56.79853511,89.45673065
4279.279279,56.82807554,89.53503621
4284.284284,56.85750238,89.61324218
4289.289289,56.88681584,89.69134901
4294.294294,56.91601612,89.76935716
4299.299299,56.94510344,89.84726709
4304.304304,56.97407801,89.92507926
4309.309309,57.00294003,90.00279413
4314.314314,57.03168972,90.08041216
4319.319319,57.06032728,90.15793381
4324.324324,57.08885291,90.23535954
4329.329329,57.11726684,90.31268981
4334.334334,57.14556927,90.38992507
4339.339339,57.17376041,90.4670658
4344.344344,57.20184046,90.54411244
4349.349349,57.22980964,90.62106546
4354.354354,57.25766815,90.69792532
4359.359359,57.28541621,90.77469247
4364.364364,57.31305402,90.85136739
4369.369369,57.3405818,90.92795051
4374.374374,57.36799974,91.00444232
4379.379379,57.39530806,91.08084326
4384.384384,57.42250698,91.1571538
4389.389389,57.44959669,91.23337439
4394.394394,57.4765774,91.3095055
4399.399399,57.50344934,91.38554758
4404.404404,57.53021269,91.46150109
4409.409409,57.55686768,91.53736651
4414.414414,57.58341452,91.61314427
4419.419419,57.6098534,91.68883485
4424.424424,57.63618455,91.7644387
4429.429429,57.66240816,91.83995629
4434.434434,57.68852445,91.91538806
4439.439439,57.71453363,91.99073449
4444.444444,57.74043591,92.06599604
4449.449449,57.76623149,92.14117315
4454.454454,57.79192059,92.2162663
4459.459459,57.81750341,92.29127594
4464.464464,57.84298016,92.36620253
4469.469469,57.86835105,92.44104652
4474.474474,57.89361629,92.5158084
4479.479479,57.91877609,92.5904886
4484.484484,57.94383066,92.66508759
4489.489489,57.96878021,92.73960583
4494.494494,57.99362494,92.81404378
4499.499499,58.01836507,92.88840189
4504.504505,58.0430008,92.96268064
4509.50951,58.06753234,93.03688048
4514.514515,58.0919599,93.11100186
4519.51952,58.1162837,93.18504525
4524.524525,58.14050394,93.25901111
4529.52953,58.16462082,93.3328999
4534.534535,58.18863456,93.40671207
4539.53954,58.21254537,93.4804481
4544.544545,58.23635345,93.55410842
4549.54955,58.26005902,93.62769352
4554.554555,58.28366228,93.70120384
4559.55956,58.30716344,93.77463984
4564.564565,58.33056272,93.84800199
4569.56957,58.35386031,93.92129075
4574.574575,58.37705644,93.99450657
4579.57958,58.4001513,94.06764991
4584.584585,58.42314511,94.14072124
4589.58959,58.44603808,94.21372101
4594.594595,58.46883041,94.28664969
4599.5996,58.49152231,94.35950773
4604.604605,58.514114,94.43229559
4609.60961,58.53660568,94.50501374
4614.614615,58.55899756,94.57766262
4619.61962,58.58128985,94.65024271
4624.624625,58.60348276,94.72275446
4629.62963,58.6255765,94.79519834
4634.634635,58.64757127,94.86757479
4639.63964,58.66946729,94.93988429
4644.644645,58.69126477,95.01212728
4649.64965,58.7129639,95.08430424
4654.654655,58.73456491,95.15641562
4659.65966,58.75606801,95.22846187
4664.664665,58.77747339,95.30044347
4669.66967,58.79878127,95.37236087
4674.674675,58.81999186,95.44421452
4679.67968,58.84110537,95.51600489
4684.684685,58.862122,95.58773244
4689.68969,58.88304197,95.65939763
4694.694695,58.90386549,95.73100092
4699.6997,58.92459275,95.80254277
4704.704705,58.94522398,95.87402363
4709.70971,58.96575938,95.94544397
4714.714715,58.98619916,96.01680424
4719.71972,59.00654353,96.08810492
4724.724725,59.0267927,96.15934644
4729.72973,59.04694687,96.23052929
4734.734735,59.06700626,96.30165391
4739.73974,59.08697108,96.37272076
4744.744745,59.10684153,96.44373031
4749.74975,59.12661782,96.51468302
4754.754755,59.14630016,96.58557933
4759.75976,59.16588877,96.65641973
4764.764765,59.18538384,96.72720465
4769.76977,59.20478559,96.79793457
4774.774775,59.22409423,96.86860995
4779.77978,59.24330997,96.93923123
4784.784785,59.26243301,97.00979889
4789.78979,59.28146357,97.08031338
4794.794795,59.30040185,97.15077516
4799.7998,59.31924806,97.2211847
4804.804805,59.33800242,97.29154244
4809.80981,59.35666512,97.36184886
4814.814815,59.37523639,97.43210441
4819.81982,59.39371642,97.50230955
4824.824825,59.41210543,97.57246474
4829.82983,59.43040362,97.64257044
4834.834835,59.44861121,97.71262711
4839.83984,59.46672841,97.7826352
4844.844845,59.48475541,97.85259519
4849.84985,59.50269244,97.92250753
4854.854855,59.5205397,97.99237267
4859.85986,59.5382974,98.06219109
4864.864865,59.55596575,98.13196323
4869.86987,59.57354496,98.20168956
4874.874875,59.59103523,98.27137053
4879.87988,59.60843678,98.34100662
4884.884885,59.62574982,98.41059827
4889.88989,59.64297455,98.48014594
4894.894895,59.66011118,98.5496501
4899.8999,59.67715992,98.61911121
4904.904905,59.69412098,98.68852973
4909.90991,59.71099458,98.75790611
4914.914915,59.72778091,98.82724081
4919.91992,59.74448018,98.8965343
4924.924925,59.76109262,98.96578704
4929.92993,59.77761842,99.03499948
4934.934935,59.79405779,99.10417208
4939.93994,59.81041095,99.17330531
4944.944945,59.8266781,99.24239961
4949.94995,59.84285945,99.31145547
4954.954955,59.85895521,99.38047332
4959.95996,59.87496559,99.44945364
4964.964965,59.8908908,99.51839688
4969.96997,59.90673105,99.5873035
4974.974975,59.92248654,99.65617397
4979.97998,59.93815749,99.72500873
4984.984985,59.9537441,99.79380826
4989.98999,59.96924658,99.86257301
4994.994995,59.98466514,99.93130343
5000,60,100
