Slip Angle [deg],Lateral Force [N],Normal Load [N],Camber Angle [deg],Tyre Pressure [kPa],Temperature [C]
-11.53,-2385.65,1100.0,0,200,25
-11.54,-2385.45,1100.0,0,200,25
-11.57,-2394.28,1100.0,0,200,25
-11.57,-2408.86,1100.0,0,200,25
-11.61,-2419.94,1100.0,0,200,25
-11.63,-2423.35,1100.0,0,200,25
-11.61,-2420.59,1100.0,0,200,25
-11.62,-2412.39,1100.0,0,200,25
-11.63,-2404.14,1100.0,0,200,25
-11.64,-2395.22,1100.0,0,200,25
-11.64,-2391.11,1100.0,0,200,25
-11.65,-2389.18,1100.0,0,200,25
-11.66,-2391.13,1100.0,0,200,25
-11.65,-2398.57,1100.0,0,200,25
-11.65,-2407.65,1100.0,0,200,25
-11.67,-2415.07,1100.0,0,200,25
-11.65,-2415.09,1100.0,0,200,25
-11.66,-2411.08,1100.0,0,200,25
-11.67,-2404.86,1100.0,0,200,25
-11.67,-2399.47,1100.0,0,200,25
-11.67,-2394.52,1100.0,0,200,25
-11.7,-2391.12,1100.0,0,200,25
-12.19,-2386.23,1100.0,0,200,25
-12.2,-2384.27,1100.0,0,200,25
-12.17,-2386.14,1100.0,0,200,25
-12.15,-2391.56,1100.0,0,200,25
-12.15,-2397.75,1100.0,0,200,25
-12.14,-2403.27,1100.0,0,200,25
-12.11,-2404.02,1100.0,0,200,25
-12.08,-2399.14,1100.0,0,200,25
-12.06,-2393.73,1100.0,0,200,25
-12.02,-2387.5,1100.0,0,200,25
-11.98,-2382.19,1100.0,0,200,25
-11.97,-2374.51,1100.0,0,200,25
-11.91,-2371.02,1100.0,0,200,25
-11.89,-2373.15,1100.0,0,200,25
-11.85,-2380.7,1100.0,0,200,25
-11.83,-2387.44,1100.0,0,200,25
-11.77,-2390.82,1100.0,0,200,25
-11.76,-2389.6,1100.0,0,200,25
-11.73,-2384.77,1100.0,0,200,25
-11.67,-2377.96,1100.0,0,200,25
-11.65,-2371.63,1100.0,0,200,25
-11.6,-2368.33,1100.0,0,200,25
-11.59,-2364.15,1100.0,0,200,25
-11.56,-2361.47,1100.0,0,200,25
-11.5,-2361.27,1100.0,0,200,25
-11.48,-2367.42,1100.0,0,200,25
-11.43,-2372.84,1100.0,0,200,25
-11.38,-2376.32,1100.0,0,200,25
-11.36,-2376.94,1100.0,0,200,25
-11.31,-2370.86,1100.0,0,200,25
-11.29,-2366.19,1100.0,0,200,25
-11.25,-2364.12,1100.0,0,200,25
-11.19,-2361.52,1100.0,0,200,25
-11.15,-2359.41,1100.0,0,200,25
-11.12,-2356.54,1100.0,0,200,25
-11.07,-2355.25,1100.0,0,200,25
-11.06,-2355.87,1100.0,0,200,25
-11.0,-2360.51,1100.0,0,200,25
-10.97,-2363.34,1100.0,0,200,25
-10.93,-2365.42,1100.0,0,200,25
-10.89,-2361.85,1100.0,0,200,25
-10.85,-2359.17,1100.0,0,200,25
-10.8,-2355.77,1100.0,0,200,25
-10.78,-2352.49,1100.0,0,200,25
-10.74,-2350.51,1100.0,0,200,25
-10.69,-2346.24,1100.0,0,200,25
-10.65,-2344.82,1100.0,0,200,25
-10.61,-2345.46,1100.0,0,200,25
-10.59,-2352.98,1100.0,0,200,25
-10.53,-2358.49,1100.0,0,200,25
-10.5,-2362.52,1100.0,0,200,25
-10.46,-2360.59,1100.0,0,200,25
-10.42,-2357.92,1100.0,0,200,25
-10.38,-2354.54,1100.0,0,200,25
-10.32,-2348.96,1100.0,0,200,25
-10.28,-2347.67,1100.0,0,200,25
-10.26,-2342.78,1100.0,0,200,25
-10.21,-2340.02,1100.0,0,200,25
-10.18,-2340.78,1100.0,0,200,25
-10.13,-2343.3,1100.0,0,200,25
-10.1,-2346.73,1100.0,0,200,25
-10.07,-2348.72,1100.0,0,200,25
-10.02,-2350.04,1100.0,0,200,25
-9.99,-2346.86,1100.0,0,200,25
-9.93,-2344.15,1100.0,0,200,25
-9.92,-2339.21,1100.0,0,200,25
-9.86,-2337.3,1100.0,0,200,25
-9.84,-2332.41,1100.0,0,200,25
-9.78,-2328.87,1100.0,0,200,25
-9.74,-2328.93,1100.0,0,200,25
-9.72,-2330.11,1100.0,0,200,25
-9.66,-2335.66,1100.0,0,200,25
-9.63,-2337.78,1100.0,0,200,25
-9.6,-2339.08,1100.0,0,200,25
-9.55,-2335.08,1100.0,0,200,25
-9.5,-2330.89,1100.0,0,200,25
-9.49,-2326.18,1100.0,0,200,25
-9.41,-2322.1,1100.0,0,200,25
-9.38,-2318.05,1100.0,0,200,25
-9.34,-2313.05,1100.0,0,200,25
-9.3,-2309.54,1100.0,0,200,25
-9.26,-2310.2,1100.0,0,200,25
-9.22,-2313.54,1100.0,0,200,25
-9.2,-2315.62,1100.0,0,200,25
-9.16,-2315.67,1100.0,0,200,25
-9.12,-2312.24,1100.0,0,200,25
-9.05,-2307.47,1100.0,0,200,25
-9.04,-2302.73,1100.0,0,200,25
-8.98,-2299.23,1100.0,0,200,25
-8.96,-2293.79,1100.0,0,200,25
-8.9,-2288.27,1100.0,0,200,25
-8.86,-2283.97,1100.0,0,200,25
-8.82,-2281.89,1100.0,0,200,25
-8.8,-2283.17,1100.0,0,200,25
-8.75,-2285.91,1100.0,0,200,25
-8.7,-2286.66,1100.0,0,200,25
-8.67,-2283.88,1100.0,0,200,25
-8.63,-2278.55,1100.0,0,200,25
-8.58,-2273.08,1100.0,0,200,25
-8.55,-2266.24,1100.0,0,200,25
-8.51,-2259.26,1100.0,0,200,25
-8.47,-2253.11,1100.0,0,200,25
-8.44,-2248.2,1100.0,0,200,25
-8.38,-2247.39,1100.0,0,200,25
-8.35,-2248.03,1100.0,0,200,25
-8.32,-2250.76,1100.0,0,200,25
-8.29,-2248.69,1100.0,0,200,25
-8.22,-2242.52,1100.0,0,200,25
-8.18,-2237.71,1100.0,0,200,25
-8.16,-2232.33,1100.0,0,200,25
-8.13,-2229.63,1100.0,0,200,25
-8.06,-2221.26,1100.0,0,200,25
-8.02,-2215.15,1100.0,0,200,25
-7.99,-2209.57,1100.0,0,200,25
-7.95,-2207.32,1100.0,0,200,25
-7.9,-2209.4,1100.0,0,200,25
-7.88,-2208.7,1100.0,0,200,25
-7.82,-2208.56,1100.0,0,200,25
-7.8,-2206.67,1100.0,0,200,25
-7.75,-2202.51,1100.0,0,200,25
-7.72,-2197.82,1100.0,0,200,25
-7.66,-2190.28,1100.0,0,200,25
-7.63,-2182.68,1100.0,0,200,25
-7.59,-2175.14,1100.0,0,200,25
-7.54,-2168.12,1100.0,0,200,25
-7.53,-2165.23,1100.0,0,200,25
-7.47,-2163.12,1100.0,0,200,25
-7.44,-2163.76,1100.0,0,200,25
-7.38,-2165.05,1100.0,0,200,25
-7.36,-2162.35,1100.0,0,200,25
-7.32,-2158.34,1100.0,0,200,25
-7.29,-2152.85,1100.0,0,200,25
-7.25,-2145.43,1100.0,0,200,25
-7.19,-2137.8,1100.0,0,200,25
-7.15,-2128.81,1100.0,0,200,25
-7.11,-2121.17,1100.0,0,200,25
-7.06,-2116.92,1100.0,0,200,25
-7.04,-2114.11,1100.0,0,200,25
-6.98,-2115.44,1100.0,0,200,25
-6.95,-2114.01,1100.0,0,200,25
-6.93,-2112.16,1100.0,0,200,25
-6.88,-2107.24,1100.0,0,200,25
-6.83,-2100.44,1100.0,0,200,25
-6.79,-2091.45,1100.0,0,200,25
-6.76,-2081.23,1100.0,0,200,25
-6.71,-2070.15,1100.0,0,200,25
-6.67,-2061.06,1100.0,0,200,25
-6.63,-2055.47,1100.0,0,200,25
-6.6,-2054.16,1100.0,0,200,25
-6.55,-2051.91,1100.0,0,200,25
-6.52,-2051.3,1100.0,0,200,25
-6.47,-2049.24,1100.0,0,200,25
-6.43,-2043.7,1100.0,0,200,25
-6.41,-2035.59,1100.0,0,200,25
-6.34,-2029.44,1100.0,0,200,25
-6.3,-2016.32,1100.0,0,200,25
-6.29,-2006.78,1100.0,0,200,25
-6.25,-1994.89,1100.0,0,200,25
-6.2,-1987.13,1100.0,0,200,25
-6.16,-1982.3,1100.0,0,200,25
-6.13,-1981.56,1100.0,0,200,25
-6.07,-1980.09,1100.0,0,200,25
-6.04,-1976.78,1100.0,0,200,25
-6.0,-1972.04,1100.0,0,200,25
-5.96,-1966.57,1100.0,0,200,25
-5.9,-1959.72,1100.0,0,200,25
-5.89,-1948.01,1100.0,0,200,25
-5.84,-1936.27,1100.0,0,200,25
-5.8,-1923.94,1100.0,0,200,25
-5.75,-1915.41,1100.0,0,200,25
-5.72,-1908.52,1100.0,0,200,25
-5.69,-1908.43,1100.0,0,200,25
-5.63,-1909.15,1100.0,0,200,25
-5.58,-1905.66,1100.0,0,200,25
-5.55,-1900.99,1100.0,0,200,25
-5.53,-1894.16,1100.0,0,200,25
-5.48,-1883.91,1100.0,0,200,25
-5.43,-1872.19,1100.0,0,200,25
-5.42,-1859.77,1100.0,0,200,25
-5.38,-1847.3,1100.0,0,200,25
-5.32,-1838.23,1100.0,0,200,25
-5.3,-1832.48,1100.0,0,200,25
-5.24,-1829.79,1100.0,0,200,25
-5.2,-1828.36,1100.0,0,200,25
-5.17,-1826.33,1100.0,0,200,25
-5.12,-1820.85,1100.0,0,200,25
-5.07,-1812.64,1100.0,0,200,25
-5.05,-1803.76,1100.0,0,200,25
-5.0,-1792.05,1100.0,0,200,25
-4.97,-1777.66,1100.0,0,200,25
-4.93,-1764.41,1100.0,0,200,25
-4.88,-1753.47,1100.0,0,200,25
-4.85,-1745.64,1100.0,0,200,25
-4.82,-1742.86,1100.0,0,200,25
-4.77,-1741.51,1100.0,0,200,25
-4.74,-1738.06,1100.0,0,200,25
-4.7,-1733.33,1100.0,0,200,25
-4.62,-1727.2,1100.0,0,200,25
-4.61,-1715.58,1100.0,0,200,25
-4.58,-1703.13,1100.0,0,200,25
-4.53,-1689.47,1100.0,0,200,25
-4.48,-1676.17,1100.0,0,200,25
-4.46,-1662.28,1100.0,0,200,25
-4.4,-1654.73,1100.0,0,200,25
-4.35,-1649.68,1100.0,0,200,25
-4.31,-1646.26,1100.0,0,200,25
-4.28,-1641.44,1100.0,0,200,25
-4.23,-1636.06,1100.0,0,200,25
-4.21,-1625.76,1100.0,0,200,25
-4.16,-1615.56,1100.0,0,200,25
-4.13,-1601.68,1100.0,0,200,25
-4.09,-1587.22,1100.0,0,200,25
-4.06,-1572.74,1100.0,0,200,25
-3.99,-1559.45,1100.0,0,200,25
-3.97,-1549.22,1100.0,0,200,25
-3.92,-1542.85,1100.0,0,200,25
-3.89,-1538.65,1100.0,0,200,25
-3.85,-1530.38,1100.0,0,200,25
-3.81,-1523.59,1100.0,0,200,25
-3.75,-1514.05,1100.0,0,200,25
-3.72,-1503.08,1100.0,0,200,25
-3.68,-1489.31,1100.0,0,200,25
-3.66,-1473.37,1100.0,0,200,25
-3.61,-1456.76,1100.0,0,200,25
-3.56,-1442.26,1100.0,0,200,25
-3.51,-1430.38,1100.0,0,200,25
-3.49,-1420.03,1100.0,0,200,25
-3.44,-1413.14,1100.0,0,200,25
-3.41,-1404.93,1100.0,0,200,25
-3.37,-1395.92,1100.0,0,200,25
-3.32,-1385.7,1100.0,0,200,25
-3.3,-1372.58,1100.0,0,200,25
-3.26,-1356.67,1100.0,0,200,25
-3.19,-1340.89,1100.0,0,200,25
-3.18,-1321.54,1100.0,0,200,25
-3.13,-1305.7,1100.0,0,200,25
-3.09,-1291.74,1100.0,0,200,25
-3.05,-1279.3,1100.0,0,200,25
-3.01,-1269.51,1100.0,0,200,25
-2.97,-1260.49,1100.0,0,200,25
-2.92,-1249.61,1100.0,0,200,25
-2.89,-1238.61,1100.0,0,200,25
-2.83,-1224.22,1100.0,0,200,25
-2.79,-1207.69,1100.0,0,200,25
-2.78,-1187.73,1100.0,0,200,25
-2.73,-1169.63,1100.0,0,200,25
-2.7,-1150.35,1100.0,0,200,25
-2.65,-1134.32,1100.0,0,200,25
-2.62,-1121.96,1100.0,0,200,25
-2.58,-1110.11,1100.0,0,200,25
-2.54,-1100.5,1100.0,0,200,25
-2.5,-1088.73,1100.0,0,200,25
-2.46,-1075.89,1100.0,0,200,25
-2.42,-1059.22,1100.0,0,200,25
-2.38,-1042.72,1100.0,0,200,25
-2.33,-1023.55,1100.0,0,200,25
-2.29,-1003.49,1100.0,0,200,25
-2.24,-983.3,1100.0,0,200,25
-2.22,-966.03,1100.0,0,200,25
-2.18,-950.73,1100.0,0,200,25
-2.11,-939.68,1100.0,0,200,25
-2.08,-927.36,1100.0,0,200,25
-2.05,-912.91,1100.0,0,200,25
-2.0,-897.82,1100.0,0,200,25
-1.96,-882.62,1100.0,0,200,25
-1.94,-864.72,1100.0,0,200,25
-1.87,-844.04,1100.0,0,200,25
-1.82,-824.73,1100.0,0,200,25
-1.8,-803.31,1100.0,0,200,25
-1.76,-783.91,1100.0,0,200,25
-1.72,-768.61,1100.0,0,200,25
-1.68,-754.08,1100.0,0,200,25
-1.63,-742.47,1100.0,0,200,25
-1.61,-726.63,1100.0,0,200,25
-1.55,-711.51,1100.0,0,200,25
-1.5,-693.61,1100.0,0,200,25
-1.47,-675.1,1100.0,0,200,25
-1.44,-655.69,1100.0,0,200,25
-1.4,-635.69,1100.0,0,200,25
-1.36,-613.66,1100.0,0,200,25
-1.33,-594.15,1100.0,0,200,25
-1.29,-578.32,1100.0,0,200,25
-1.27,-563.06,1100.0,0,200,25
-1.23,-548.57,1100.0,0,200,25
-1.19,-534.81,1100.0,0,200,25
-1.15,-517.08,1100.0,0,200,25
-1.13,-499.83,1100.0,0,200,25
-1.08,-479.85,1100.0,0,200,25
-1.04,-460.0,1100.0,0,200,25
-0.99,-436.49,1100.0,0,200,25
-0.95,-416.42,1100.0,0,200,25
-0.9,-396.23,1100.0,0,200,25
-0.88,-377.59,1100.0,0,200,25
-0.81,-360.25,1100.0,0,200,25
-0.78,-342.99,1100.0,0,200,25
-0.73,-325.84,1100.0,0,200,25
-0.69,-308.68,1100.0,0,200,25
-0.62,-288.01,1100.0,0,200,25
-0.6,-268.19,1100.0,0,200,25
-0.54,-245.4,1100.0,0,200,25
-0.51,-222.66,1100.0,0,200,25
-0.45,-200.51,1100.0,0,200,25
-0.41,-177.58,1100.0,0,200,25
-0.4,-158.21,1100.0,0,200,25
-0.35,-138.76,1100.0,0,200,25
-0.33,-120.93,1100.0,0,200,25
-0.27,-104.4,1100.0,0,200,25
-0.24,-88.52,1100.0,0,200,25
-0.22,-66.54,1100.0,0,200,25
-0.16,-46.55,1100.0,0,200,25
-0.16,-25.15,1100.0,0,200,25
-0.08,-3.22,1100.0,0,200,25
-0.06,17.62,1100.0,0,200,25
0.018,59.14,1100.0,0,200,25
0.077,79.75,1100.0,0,200,25
0.086,100.46,1100.0,0,200,25
0.135,121.34,1100.0,0,200,25
0.171,138.51,1100.0,0,200,25
0.245,155.13,1100.0,0,200,25
0.252,175.11,1100.0,0,200,25
0.323,195.09,1100.0,0,200,25
0.356,218.5,1100.0,0,200,25
0.399,240.49,1100.0,0,200,25
0.44,263.96,1100.0,0,200,25
0.475,288.1,1100.0,0,200,25
0.529,311.61,1100.0,0,200,25
0.562,330.14,1100.0,0,200,25
0.608,352.36,1100.0,0,200,25
0.656,371.7,1100.0,0,200,25
0.7,390.52,1100.0,0,200,25
0.719,408.99,1100.0,0,200,25
0.754,430.38,1100.0,0,200,25
0.811,448.96,1100.0,0,200,25
0.85,471.54,1100.0,0,200,25
0.875,492.31,1100.0,0,200,25
0.935,514.3,1100.0,0,200,25
0.956,534.27,1100.0,0,200,25
0.984,555.9,1100.0,0,200,25
1.051,573.86,1100.0,0,200,25
1.061,593.17,1100.0,0,200,25
1.127,611.9,1100.0,0,200,25
1.147,631.15,1100.0,0,200,25
1.193,652.52,1100.0,0,200,25
1.222,669.75,1100.0,0,200,25
1.283,692.44,1100.0,0,200,25
1.318,712.32,1100.0,0,200,25
1.368,733.02,1100.0,0,200,25
1.375,752.34,1100.0,0,200,25
1.434,770.95,1100.0,0,200,25
1.478,790.47,1100.0,0,200,25
1.51,809.73,1100.0,0,200,25
1.557,827.11,1100.0,0,200,25
1.586,845.79,1100.0,0,200,25
1.611,865.73,1100.0,0,200,25
1.658,884.84,1100.0,0,200,25
1.709,904.2,1100.0,0,200,25
1.729,922.67,1100.0,0,200,25
1.792,941.17,1100.0,0,200,25
1.817,959.95,1100.0,0,200,25
1.879,977.26,1100.0,0,200,25
1.9,993.08,1100.0,0,200,25
1.955,1011.09,1100.0,0,200,25
2.0,1027.65,1100.0,0,200,25
2.06,1045.66,1100.0,0,200,25
2.07,1062.25,1100.0,0,200,25
2.117,1079.33,1100.0,0,200,25
2.148,1096.53,1100.0,0,200,25
2.209,1112.93,1100.0,0,200,25
2.243,1129.5,1100.0,0,200,25
2.306,1146.08,1100.0,0,200,25
2.335,1162.7,1100.0,0,200,25
2.376,1179.3,1100.0,0,200,25
2.392,1193.23,1100.0,0,200,25
2.424,1208.52,1100.0,0,200,25
2.444,1222.85,1100.0,0,200,25
2.494,1238.8,1100.0,0,200,25
2.538,1251.75,1100.0,0,200,25
2.588,1268.95,1100.0,0,200,25
2.613,1283.34,1100.0,0,200,25
2.645,1299.94,1100.0,0,200,25
2.697,1314.36,1100.0,0,200,25
2.746,1328.73,1100.0,0,200,25
2.765,1341.89,1100.0,0,200,25
2.816,1356.53,1100.0,0,200,25
2.864,1368.91,1100.0,0,200,25
2.915,1383.51,1100.0,0,200,25
2.949,1398.73,1100.0,0,200,25
3.002,1412.42,1100.0,0,200,25
3.041,1427.49,1100.0,0,200,25
3.067,1442.46,1100.0,0,200,25
3.095,1454.9,1100.0,0,200,25
3.148,1468.73,1100.0,0,200,25
3.187,1481.9,1100.0,0,200,25
3.227,1496.34,1100.0,0,200,25
3.294,1508.22,1100.0,0,200,25
3.306,1520.72,1100.0,0,200,25
3.37,1534.57,1100.0,0,200,25
3.399,1548.97,1100.0,0,200,25
3.442,1562.83,1100.0,0,200,25
3.462,1575.08,1100.0,0,200,25
3.529,1587.45,1100.0,0,200,25
3.557,1601.83,1100.0,0,200,25
3.597,1614.32,1100.0,0,200,25
3.642,1629.46,1100.0,0,200,25
3.658,1643.96,1100.0,0,200,25
3.69,1656.5,1100.0,0,200,25
3.761,1669.81,1100.0,0,200,25
3.774,1681.46,1100.0,0,200,25
3.819,1693.17,1100.0,0,200,25
3.853,1704.96,1100.0,0,200,25
3.898,1716.45,1100.0,0,200,25
3.932,1728.23,1100.0,0,200,25
3.974,1741.81,1100.0,0,200,25
4.025,1757.12,1100.0,0,200,25
4.057,1770.26,1100.0,0,200,25
4.104,1782.7,1100.0,0,200,25
4.126,1793.96,1100.0,0,200,25
4.199,1802.94,1100.0,0,200,25
4.212,1811.99,1100.0,0,200,25
4.265,1821.6,1100.0,0,200,25
4.318,1833.27,1100.0,0,200,25
4.356,1843.45,1100.0,0,200,25
4.392,1857.93,1100.0,0,200,25
4.427,1872.42,1100.0,0,200,25
4.481,1886.92,1100.0,0,200,25
4.506,1899.28,1100.0,0,200,25
4.553,1909.8,1100.0,0,200,25
4.588,1918.83,1100.0,0,200,25
4.631,1925.07,1100.0,0,200,25
4.683,1932.69,1100.0,0,200,25
4.717,1942.28,1100.0,0,200,25
4.765,1952.57,1100.0,0,200,25
4.797,1963.52,1100.0,0,200,25
4.825,1974.45,1100.0,0,200,25
4.862,1988.3,1100.0,0,200,25
4.908,2000.74,1100.0,0,200,25
4.945,2012.42,1100.0,0,200,25
4.98,2021.52,1100.0,0,200,25
5.024,2029.88,1100.0,0,200,25
5.078,2034.05,1100.0,0,200,25
5.118,2038.93,1100.0,0,200,25
5.163,2046.47,1100.0,0,200,25
5.194,2054.06,1100.0,0,200,25
5.239,2065.66,1100.0,0,200,25
5.286,2075.98,1100.0,0,200,25
5.3,2087.65,1100.0,0,200,25
5.366,2098.03,1100.0,0,200,25
5.388,2106.92,1100.0,0,200,25
5.422,2113.9,1100.0,0,200,25
5.463,2116.1,1100.0,0,200,25
5.504,2116.7,1100.0,0,200,25
5.54,2119.56,1100.0,0,200,25
5.58,2123.04,1100.0,0,200,25
5.635,2132.57,1100.0,0,200,25
5.659,2140.86,1100.0,0,200,25
5.724,2151.23,1100.0,0,200,25
5.739,2159.41,1100.0,0,200,25
5.779,2168.51,1100.0,0,200,25
5.831,2177.31,1100.0,0,200,25
5.869,2180.83,1100.0,0,200,25
5.906,2180.19,1100.0,0,200,25
5.931,2181.54,1100.0,0,200,25
5.98,2183.09,1100.0,0,200,25
6.029,2188.0,1100.0,0,200,25
6.059,2196.11,1100.0,0,200,25
6.097,2205.81,1100.0,0,200,25
6.154,2211.3,1100.0,0,200,25
6.197,2218.85,1100.0,0,200,25
6.232,2223.51,1100.0,0,200,25
6.268,2229.19,1100.0,0,200,25
6.321,2230.5,1100.0,0,200,25
6.337,2230.42,1100.0,0,200,25
6.385,2229.09,1100.0,0,200,25
6.435,2230.57,1100.0,0,200,25
6.46,2236.88,1100.0,0,200,25
6.497,2245.78,1100.0,0,200,25
6.555,2254.71,1100.0,0,200,25
6.587,2260.27,1100.0,0,200,25
6.627,2264.88,1100.0,0,200,25
6.663,2268.36,1100.0,0,200,25
6.717,2273.19,1100.0,0,200,25
6.75,2275.97,1100.0,0,200,25
6.773,2278.78,1100.0,0,200,25
6.828,2280.87,1100.0,0,200,25
6.864,2283.66,1100.0,0,200,25
6.921,2292.05,1100.0,0,200,25
6.937,2301.63,1100.0,0,200,25
6.986,2310.64,1100.0,0,200,25
7.014,2315.33,1100.0,0,200,25
7.064,2318.6,1100.0,0,200,25
7.1,2321.52,1100.0,0,200,25
7.144,2322.11,1100.0,0,200,25
7.177,2329.0,1100.0,0,200,25
7.239,2329.7,1100.0,0,200,25
7.263,2331.86,1100.0,0,200,25
7.314,2333.9,1100.0,0,200,25
7.343,2339.59,1100.0,0,200,25
7.375,2346.46,1100.0,0,200,25
7.429,2353.95,1100.0,0,200,25
7.481,2357.49,1100.0,0,200,25
7.507,2356.69,1100.0,0,200,25
7.539,2358.65,1100.0,0,200,25
7.598,2361.48,1100.0,0,200,25
7.623,2365.58,1100.0,0,200,25
7.68,2371.16,1100.0,0,200,25
7.693,2374.6,1100.0,0,200,25
7.742,2378.7,1100.0,0,200,25
7.802,2385.03,1100.0,0,200,25
7.83,2392.72,1100.0,0,200,25
7.881,2400.35,1100.0,0,200,25
7.892,2401.54,1100.0,0,200,25
7.953,2398.78,1100.0,0,200,25
7.979,2397.24,1100.0,0,200,25
8.013,2399.32,1100.0,0,200,25
8.058,2406.2,1100.0,0,200,25
8.09,2413.85,1100.0,0,200,25
8.155,2420.12,1100.0,0,200,25
8.196,2424.38,1100.0,0,200,25
8.209,2427.12,1100.0,0,200,25
8.269,2433.5,1100.0,0,200,25
8.298,2439.63,1100.0,0,200,25
8.338,2440.14,1100.0,0,200,25
8.384,2435.91,1100.0,0,200,25
8.433,2433.98,1100.0,0,200,25
8.455,2435.87,1100.0,0,200,25
8.516,2442.84,1100.0,0,200,25
8.55,2452.58,1100.0,0,200,25
8.579,2458.71,1100.0,0,200,25
8.63,2465.83,1100.0,0,200,25
8.658,2468.65,1100.0,0,200,25
8.708,2472.81,1100.0,0,200,25
8.743,2474.88,1100.0,0,200,25
8.794,2474.82,1100.0,0,200,25
8.833,2469.1,1100.0,0,200,25
8.871,2465.66,1100.0,0,200,25
8.918,2466.99,1100.0,0,200,25
8.943,2473.23,1100.0,0,200,25
8.981,2484.27,1100.0,0,200,25
9.032,2491.23,1100.0,0,200,25
9.072,2497.53,1100.0,0,200,25
9.116,2500.91,1100.0,0,200,25
9.155,2503.8,1100.0,0,200,25
9.196,2505.92,1100.0,0,200,25
9.234,2503.74,1100.0,0,200,25
9.268,2497.53,1100.0,0,200,25
9.313,2491.83,1100.0,0,200,25
9.351,2491.75,1100.0,0,200,25
9.374,2499.42,1100.0,0,200,25
9.414,2508.42,1100.0,0,200,25
9.461,2518.06,1100.0,0,200,25
9.491,2522.28,1100.0,0,200,25
9.534,2525.8,1100.0,0,200,25
9.592,2527.3,1100.0,0,200,25
9.629,2527.32,1100.0,0,200,25
9.668,2525.04,1100.0,0,200,25
9.711,2519.52,1100.0,0,200,25
9.744,2513.88,1100.0,0,200,25
9.779,2513.15,1100.0,0,200,25
9.816,2517.96,1100.0,0,200,25
9.866,2529.83,1100.0,0,200,25
9.904,2536.77,1100.0,0,200,25
9.934,2540.22,1100.0,0,200,25
9.97,2541.0,1100.0,0,200,25
10.016,2541.79,1100.0,0,200,25
10.07,2543.9,1100.0,0,200,25
10.106,2544.48,1100.0,0,200,25
10.149,2539.65,1100.0,0,200,25
10.17,2534.77,1100.0,0,200,25
10.22,2532.56,1100.0,0,200,25
10.265,2536.81,1100.0,0,200,25
10.294,2544.28,1100.0,0,200,25
10.345,2552.79,1100.0,0,200,25
10.383,2556.09,1100.0,0,200,25
10.423,2556.81,1100.0,0,200,25
10.452,2556.93,1100.0,0,200,25
10.497,2556.89,1100.0,0,200,25
10.541,2556.19,1100.0,0,200,25
10.588,2549.34,1100.0,0,200,25
10.614,2541.06,1100.0,0,200,25
10.67,2536.15,1100.0,0,200,25
10.72,2538.19,1100.0,0,200,25
10.728,2545.77,1100.0,0,200,25
10.768,2553.34,1100.0,0,200,25
10.835,2556.85,1100.0,0,200,25
10.867,2558.29,1100.0,0,200,25
10.914,2558.99,1100.0,0,200,25
10.958,2559.72,1100.0,0,200,25
10.989,2561.19,1100.0,0,200,25
11.036,2556.91,1100.0,0,200,25
11.063,2548.49,1100.0,0,200,25
11.115,2541.61,1100.0,0,200,25
11.145,2540.85,1100.0,0,200,25
11.207,2545.79,1100.0,0,200,25
11.236,2552.01,1100.0,0,200,25
11.261,2556.12,1100.0,0,200,25
11.321,2556.91,1100.0,0,200,25
11.362,2557.65,1100.0,0,200,25
11.385,2558.44,1100.0,0,200,25
11.42,2560.38,1100.0,0,200,25
11.438,2557.62,1100.0,0,200,25
11.493,2550.66,1100.0,0,200,25
11.518,2545.89,1100.0,0,200,25
11.553,2544.5,1100.0,0,200,25
11.559,2548.61,1100.0,0,200,25
11.566,2552.67,1100.0,0,200,25
11.599,2554.11,1100.0,0,200,25
11.621,2552.09,1100.0,0,200,25
11.618,2550.61,1100.0,0,200,25
11.637,2554.81,1100.0,0,200,25
11.645,2560.45,1100.0,0,200,25
11.666,2561.85,1100.0,0,200,25
11.661,2559.16,1100.0,0,200,25
11.675,2550.11,1100.0,0,200,25
11.654,2543.15,1100.0,0,200,25
11.673,2538.28,1100.0,0,200,25
11.669,2540.25,1100.0,0,200,25
11.666,2540.3,1100.0,0,200,25
11.689,2542.37,1100.0,0,200,25
11.686,2545.15,1100.0,0,200,25
11.691,2549.48,1100.0,0,200,25
11.695,2554.42,1100.0,0,200,25
11.704,2555.82,1100.0,0,200,25
12.2,2549.58,1100.0,0,200,25
12.201,2537.69,1100.0,0,200,25
12.2,2525.93,1100.0,0,200,25
12.176,2521.65,1100.0,0,200,25
12.189,2522.36,1100.0,0,200,25
12.185,2527.16,1100.0,0,200,25
12.149,2529.92,1100.0,0,200,25
12.143,2532.11,1100.0,0,200,25
12.131,2536.3,1100.0,0,200,25
12.09,2540.39,1100.0,0,200,25
12.059,2543.92,1100.0,0,200,25
12.034,2539.78,1100.0,0,200,25
12.01,2530.09,1100.0,0,200,25
11.98,2520.35,1100.0,0,200,25
11.948,2513.42,1100.0,0,200,25
11.888,2511.97,1100.0,0,200,25
11.853,2515.45,1100.0,0,200,25
11.824,2516.21,1100.0,0,200,25
11.799,2519.8,1100.0,0,200,25
11.764,2523.2,1100.0,0,200,25
11.713,2530.35,1100.0,0,200,25
11.678,2531.73,1100.0,0,200,25
11.629,2528.24,1100.0,0,200,25
11.594,2517.04,1100.0,0,200,25
