Slip Angle [deg],Lateral Force [N],Normal Load [N],Camber Angle [deg],Tyre Pressure [kPa],Temperature [C]
7.24,1019.36,440.0,0,200,25
7.19,1015.75,440.0,0,200,25
7.13,1017.8,440.0,0,200,25
7.12,1022.57,440.0,0,200,25
7.07,1029.8,440.0,0,200,25
7.02,1035.72,440.0,0,200,25
6.99,1043.84,440.0,0,200,25
6.95,1045.86,440.0,0,200,25
6.91,1041.51,440.0,0,200,25
6.86,1033.49,440.0,0,200,25
6.8,1018.62,440.0,0,200,25
6.78,1009.83,440.0,0,200,25
6.76,1004.14,440.0,0,200,25
6.7,1002.85,440.0,0,200,25
6.65,1005.06,440.0,0,200,25
6.64,1012.49,440.0,0,200,25
6.58,1019.79,440.0,0,200,25
6.53,1026.94,440.0,0,200,25
6.49,1030.58,440.0,0,200,25
6.45,1030.52,440.0,0,200,25
6.43,1024.32,440.0,0,200,25
6.38,1011.79,440.0,0,200,25
6.37,1000.0,440.0,0,200,25
6.32,992.34,440.0,0,200,25
6.27,988.93,440.0,0,200,25
6.24,991.12,440.0,0,200,25
6.2,996.73,440.0,0,200,25
6.14,1003.81,440.0,0,200,25
6.12,1011.29,440.0,0,200,25
6.06,1017.19,440.0,0,200,25
6.05,1016.68,440.0,0,200,25
6.0,1013.26,440.0,0,200,25
5.95,1003.43,440.0,0,200,25
5.92,990.4,440.0,0,200,25
5.88,980.74,440.0,0,200,25
5.83,974.24,440.0,0,200,25
5.79,974.93,440.0,0,200,25
5.75,976.96,440.0,0,200,25
5.72,986.64,440.0,0,200,25
5.67,992.39,440.0,0,200,25
5.65,998.19,440.0,0,200,25
5.58,1002.17,440.0,0,200,25
5.55,996.99,440.0,0,200,25
5.53,989.79,440.0,0,200,25
5.48,977.26,440.0,0,200,25
5.45,967.71,440.0,0,200,25
5.4,958.45,440.0,0,200,25
5.36,957.37,440.0,0,200,25
5.31,957.64,440.0,0,200,25
5.26,962.02,440.0,0,200,25
5.23,967.89,440.0,0,200,25
5.2,973.12,440.0,0,200,25
5.14,976.78,440.0,0,200,25
5.1,975.97,440.0,0,200,25
5.1,970.57,440.0,0,200,25
5.05,960.98,440.0,0,200,25
4.98,949.44,440.0,0,200,25
4.96,940.14,440.0,0,200,25
4.91,935.15,440.0,0,200,25
4.87,931.66,440.0,0,200,25
4.82,932.97,440.0,0,200,25
4.78,936.25,440.0,0,200,25
4.73,939.87,440.0,0,200,25
4.7,942.72,440.0,0,200,25
4.65,944.93,440.0,0,200,25
4.64,942.41,440.0,0,200,25
4.59,934.32,440.0,0,200,25
4.54,923.61,440.0,0,200,25
4.51,911.03,440.0,0,200,25
4.49,903.27,440.0,0,200,25
4.43,897.65,440.0,0,200,25
4.4,895.11,440.0,0,200,25
4.35,896.62,440.0,0,200,25
4.33,898.01,440.0,0,200,25
4.28,901.24,440.0,0,200,25
4.24,902.38,440.0,0,200,25
4.21,901.21,440.0,0,200,25
4.17,895.4,440.0,0,200,25
4.13,886.23,440.0,0,200,25
4.06,873.6,440.0,0,200,25
4.04,862.1,440.0,0,200,25
4.02,854.19,440.0,0,200,25
3.97,848.59,440.0,0,200,25
3.92,848.36,440.0,0,200,25
3.9,848.34,440.0,0,200,25
3.85,849.36,440.0,0,200,25
3.78,850.39,440.0,0,200,25
3.77,851.54,440.0,0,200,25
3.71,846.65,440.0,0,200,25
3.68,838.26,440.0,0,200,25
3.64,825.86,440.0,0,200,25
3.59,814.24,440.0,0,200,25
3.56,803.69,440.0,0,200,25
3.53,796.41,440.0,0,200,25
3.45,791.69,440.0,0,200,25
3.42,790.72,440.0,0,200,25
3.39,791.95,440.0,0,200,25
3.34,791.31,440.0,0,200,25
3.29,790.9,440.0,0,200,25
3.27,786.47,440.0,0,200,25
3.21,778.37,440.0,0,200,25
3.21,766.03,440.0,0,200,25
3.13,754.46,440.0,0,200,25
3.1,742.56,440.0,0,200,25
3.07,733.81,440.0,0,200,25
3.03,728.17,440.0,0,200,25
2.99,728.53,440.0,0,200,25
2.95,727.55,440.0,0,200,25
2.93,727.48,440.0,0,200,25
2.9,724.87,440.0,0,200,25
2.83,721.38,440.0,0,200,25
2.82,713.5,440.0,0,200,25
2.77,702.52,440.0,0,200,25
2.73,689.43,440.0,0,200,25
2.68,679.07,440.0,0,200,25
2.66,670.44,440.0,0,200,25
2.59,662.34,440.0,0,200,25
2.58,658.5,440.0,0,200,25
2.53,654.56,440.0,0,200,25
2.48,651.94,440.0,0,200,25
2.45,649.46,440.0,0,200,25
2.39,643.84,440.0,0,200,25
2.34,635.75,440.0,0,200,25
2.29,627.41,440.0,0,200,25
2.26,615.16,440.0,0,200,25
2.23,602.42,440.0,0,200,25
2.17,593.45,440.0,0,200,25
2.14,583.49,440.0,0,200,25
2.13,579.11,440.0,0,200,25
2.06,573.93,440.0,0,200,25
2.05,569.06,440.0,0,200,25
2.01,564.84,440.0,0,200,25
1.94,560.07,440.0,0,200,25
1.93,552.48,440.0,0,200,25
1.88,544.1,440.0,0,200,25
1.83,532.63,440.0,0,200,25
1.79,521.68,440.0,0,200,25
1.74,511.95,440.0,0,200,25
1.73,502.47,440.0,0,200,25
1.68,494.39,440.0,0,200,25
1.65,487.6,440.0,0,200,25
1.62,481.3,440.0,0,200,25
1.55,474.7,440.0,0,200,25
1.51,467.08,440.0,0,200,25
1.49,458.99,440.0,0,200,25
1.41,450.18,440.0,0,200,25
1.38,439.01,440.0,0,200,25
1.36,428.29,440.0,0,200,25
1.32,417.25,440.0,0,200,25
1.29,406.24,440.0,0,200,25
1.24,395.78,440.0,0,200,25
1.19,386.78,440.0,0,200,25
1.16,377.82,440.0,0,200,25
1.1,368.73,440.0,0,200,25
1.1,360.25,440.0,0,200,25
1.03,352.46,440.0,0,200,25
1.02,343.28,440.0,0,200,25
0.97,333.41,440.0,0,200,25
0.9,322.55,440.0,0,200,25
0.87,309.6,440.0,0,200,25
0.85,297.44,440.0,0,200,25
0.8,284.19,440.0,0,200,25
0.74,272.75,440.0,0,200,25
0.7,260.49,440.0,0,200,25
0.66,251.26,440.0,0,200,25
0.63,241.33,440.0,0,200,25
0.58,232.05,440.0,0,200,25
0.55,220.65,440.0,0,200,25
0.53,210.23,440.0,0,200,25
0.47,196.28,440.0,0,200,25
0.44,182.47,440.0,0,200,25
0.42,168.26,440.0,0,200,25
0.37,154.6,440.0,0,200,25
0.32,142.51,440.0,0,200,25
0.28,131.37,440.0,0,200,25
0.24,120.09,440.0,0,200,25
0.23,110.15,440.0,0,200,25
0.17,98.27,440.0,0,200,25
0.15,85.95,440.0,0,200,25
0.11,71.63,440.0,0,200,25
0.08,56.9,440.0,0,200,25
0.03,41.54,440.0,0,200,25
-0.02,26.04,440.0,0,200,25
-0.08,10.8,440.0,0,200,25
-0.13,-1.99,440.0,0,200,25
-0.15,-14.88,440.0,0,200,25
-0.19,-28.97,440.0,0,200,25
-0.25,-42.18,440.0,0,200,25
-0.3,-55.06,440.0,0,200,25
-0.34,-70.43,440.0,0,200,25
-0.37,-84.56,440.0,0,200,25
-0.41,-100.88,440.0,0,200,25
-0.46,-117.23,440.0,0,200,25
-0.52,-132.62,440.0,0,200,25
-0.54,-148.29,440.0,0,200,25
-0.57,-161.44,440.0,0,200,25
-0.6,-172.28,440.0,0,200,25
-0.66,-186.94,440.0,0,200,25
-0.69,-199.29,440.0,0,200,25
-0.74,-212.37,440.0,0,200,25
-0.75,-226.32,440.0,0,200,25
-0.81,-241.07,440.0,0,200,25
-0.81,-256.21,440.0,0,200,25
-0.85,-270.97,440.0,0,200,25
-0.9,-282.41,440.0,0,200,25
-0.93,-293.66,440.0,0,200,25
-0.96,-304.43,440.0,0,200,25
-1.01,-313.07,440.0,0,200,25
-1.06,-326.34,440.0,0,200,25
-1.09,-337.87,440.0,0,200,25
-1.13,-352.32,440.0,0,200,25
-1.17,-365.09,440.0,0,200,25
-1.23,-381.16,440.0,0,200,25
-1.28,-395.45,440.0,0,200,25
-1.31,-406.56,440.0,0,200,25
-1.38,-417.19,440.0,0,200,25
-1.4,-425.31,440.0,0,200,25
-1.46,-432.28,440.0,0,200,25
-1.51,-442.31,440.0,0,200,25
-1.54,-451.5,440.0,0,200,25
-1.58,-465.21,440.0,0,200,25
-1.6,-477.05,440.0,0,200,25
-1.64,-491.54,440.0,0,200,25
-1.67,-503.77,440.0,0,200,25
-1.74,-513.87,440.0,0,200,25
-1.78,-522.12,440.0,0,200,25
-1.79,-527.63,440.0,0,200,25
-1.86,-529.69,440.0,0,200,25
-1.86,-533.85,440.0,0,200,25
-1.9,-539.88,440.0,0,200,25
-1.98,-549.43,440.0,0,200,25
-1.99,-559.8,440.0,0,200,25
-2.04,-572.83,440.0,0,200,25
-2.07,-585.12,440.0,0,200,25
-2.11,-596.7,440.0,0,200,25
-2.17,-606.74,440.0,0,200,25
-2.18,-611.41,440.0,0,200,25
-2.24,-614.47,440.0,0,200,25
-2.27,-615.85,440.0,0,200,25
-2.32,-618.47,440.0,0,200,25
-2.37,-624.02,440.0,0,200,25
-2.4,-631.61,440.0,0,200,25
-2.44,-641.59,440.0,0,200,25
-2.48,-653.63,440.0,0,200,25
-2.5,-665.54,440.0,0,200,25
-2.54,-676.14,440.0,0,200,25
-2.62,-685.24,440.0,0,200,25
-2.63,-689.3,440.0,0,200,25
-2.68,-690.91,440.0,0,200,25
-2.72,-693.91,440.0,0,200,25
-2.75,-693.85,440.0,0,200,25
-2.81,-697.47,440.0,0,200,25
-2.82,-704.13,440.0,0,200,25
-2.89,-714.77,440.0,0,200,25
-2.93,-727.02,440.0,0,200,25
-2.94,-738.04,440.0,0,200,25
-3.0,-749.05,440.0,0,200,25
-3.04,-757.19,440.0,0,200,25
-3.07,-762.44,440.0,0,200,25
-3.12,-763.97,440.0,0,200,25
-3.16,-763.86,440.0,0,200,25
-3.18,-763.41,440.0,0,200,25
-3.23,-766.62,440.0,0,200,25
-3.29,-771.09,440.0,0,200,25
-3.32,-779.48,440.0,0,200,25
-3.34,-789.26,440.0,0,200,25
-3.39,-802.38,440.0,0,200,25
-3.42,-811.66,440.0,0,200,25
-3.47,-817.63,440.0,0,200,25
-3.53,-823.64,440.0,0,200,25
-3.55,-825.37,440.0,0,200,25
-3.59,-823.24,440.0,0,200,25
-3.64,-821.99,440.0,0,200,25
-3.67,-823.85,440.0,0,200,25
-3.72,-825.61,440.0,0,200,25
-3.74,-832.39,440.0,0,200,25
-3.79,-840.37,440.0,0,200,25
-3.82,-851.04,440.0,0,200,25
-3.89,-860.48,440.0,0,200,25
-3.92,-869.46,440.0,0,200,25
-3.94,-875.92,440.0,0,200,25
-3.97,-877.48,440.0,0,200,25
-4.04,-875.04,440.0,0,200,25
-4.09,-873.85,440.0,0,200,25
-4.11,-871.19,440.0,0,200,25
-4.16,-872.86,440.0,0,200,25
-4.21,-877.54,440.0,0,200,25
-4.24,-884.26,440.0,0,200,25
-4.25,-895.33,440.0,0,200,25
-4.3,-905.67,440.0,0,200,25
-4.36,-914.68,440.0,0,200,25
-4.4,-918.28,440.0,0,200,25
-4.44,-920.1,440.0,0,200,25
-4.48,-917.28,440.0,0,200,25
-4.5,-911.78,440.0,0,200,25
-4.56,-909.53,440.0,0,200,25
-4.58,-907.93,440.0,0,200,25
-4.63,-911.0,440.0,0,200,25
-4.69,-918.91,440.0,0,200,25
-4.7,-928.23,440.0,0,200,25
-4.74,-937.21,440.0,0,200,25
-4.78,-945.89,440.0,0,200,25
-4.83,-950.85,440.0,0,200,25
-4.87,-952.95,440.0,0,200,25
-4.92,-948.47,440.0,0,200,25
-4.93,-940.83,440.0,0,200,25
-4.98,-933.22,440.0,0,200,25
-5.04,-930.86,440.0,0,200,25
-5.08,-932.82,440.0,0,200,25
-5.12,-937.41,440.0,0,200,25
-5.13,-947.27,440.0,0,200,25
-5.18,-956.48,440.0,0,200,25
-5.23,-965.3,440.0,0,200,25
-5.26,-971.48,440.0,0,200,25
-5.31,-972.77,440.0,0,200,25
-5.35,-969.53,440.0,0,200,25
-5.4,-961.32,440.0,0,200,25
-5.44,-956.31,440.0,0,200,25
-5.47,-954.39,440.0,0,200,25
-5.51,-955.29,440.0,0,200,25
-5.55,-961.26,440.0,0,200,25
-5.6,-969.0,440.0,0,200,25
-5.65,-976.11,440.0,0,200,25
-5.7,-982.81,440.0,0,200,25
-5.73,-986.79,440.0,0,200,25
-5.74,-990.32,440.0,0,200,25
-5.78,-987.14,440.0,0,200,25
-5.83,-979.12,440.0,0,200,25
-5.86,-970.32,440.0,0,200,25
-5.93,-964.2,440.0,0,200,25
-5.95,-966.17,440.0,0,200,25
-5.99,-969.45,440.0,0,200,25
-6.03,-976.99,440.0,0,200,25
-6.07,-982.68,440.0,0,200,25
-6.12,-989.43,440.0,0,200,25
-6.14,-995.3,440.0,0,200,25
-6.19,-997.67,440.0,0,200,25
-6.22,-996.08,440.0,0,200,25
-6.28,-988.4,440.0,0,200,25
-6.29,-978.6,440.0,0,200,25
-6.34,-974.33,440.0,0,200,25
-6.37,-971.91,440.0,0,200,25
-6.43,-974.57,440.0,0,200,25
-6.46,-979.94,440.0,0,200,25
-6.5,-986.79,440.0,0,200,25
-6.54,-992.43,440.0,0,200,25
-6.59,-998.05,440.0,0,200,25
-6.63,-1002.72,440.0,0,200,25
-6.67,-1001.96,440.0,0,200,25
-6.69,-995.12,440.0,0,200,25
-6.76,-986.66,440.0,0,200,25
-6.8,-980.15,440.0,0,200,25
-6.82,-975.09,440.0,0,200,25
-6.87,-976.15,440.0,0,200,25
-6.92,-978.98,440.0,0,200,25
-6.94,-984.17,440.0,0,200,25
-7.0,-990.41,440.0,0,200,25
-7.03,-996.32,440.0,0,200,25
-7.08,-1000.98,440.0,0,200,25
-7.09,-1003.0,440.0,0,200,25
-7.17,-999.2,440.0,0,200,25
-7.2,-992.58,440.0,0,200,25
-7.22,-984.58,440.0,0,200,25
-7.26,-978.23,440.0,0,200,25
-7.29,-976.74,440.0,0,200,25
-7.36,-978.01,440.0,0,200,25
-7.41,-982.8,440.0,0,200,25
-7.43,-987.97,440.0,0,200,25
-7.46,-995.02,440.0,0,200,25
-7.5,-1002.0,440.0,0,200,25
-7.54,-1006.04,440.0,0,200,25
-7.6,-1007.07,440.0,0,200,25
-7.63,-1002.2,440.0,0,200,25
-7.66,-992.75,440.0,0,200,25
-7.72,-984.62,440.0,0,200,25
-7.74,-981.03,440.0,0,200,25
-7.78,-979.42,440.0,0,200,25
-7.82,-982.13,440.0,0,200,25
-7.88,-986.94,440.0,0,200,25
-7.92,-994.84,440.0,0,200,25
-7.97,-1002.49,440.0,0,200,25
-7.98,-1009.81,440.0,0,200,25
-8.02,-1011.08,440.0,0,200,25
-8.08,-1009.11,440.0,0,200,25
-8.11,-999.73,440.0,0,200,25
-8.15,-989.58,440.0,0,200,25
-8.18,-983.15,440.0,0,200,25
-8.23,-979.27,440.0,0,200,25
-8.25,-981.82,440.0,0,200,25
-8.31,-985.49,440.0,0,200,25
-8.35,-993.05,440.0,0,200,25
-8.4,-1000.8,440.0,0,200,25
-8.42,-1008.69,440.0,0,200,25
-8.49,-1014.04,440.0,0,200,25
-8.49,-1012.45,440.0,0,200,25
-8.56,-1003.67,440.0,0,200,25
-8.6,-994.47,440.0,0,200,25
-8.64,-986.48,440.0,0,200,25
-8.67,-980.18,440.0,0,200,25
-8.72,-979.67,440.0,0,200,25
-8.75,-983.83,440.0,0,200,25
-8.79,-990.28,440.0,0,200,25
-8.84,-999.61,440.0,0,200,25
-8.87,-1009.64,440.0,0,200,25
-8.91,-1016.27,440.0,0,200,25
-8.96,-1016.98,440.0,0,200,25
-8.99,-1009.83,440.0,0,200,25
-9.04,-999.39,440.0,0,200,25
-9.08,-990.55,440.0,0,200,25
-9.1,-982.33,440.0,0,200,25
-9.14,-980.02,440.0,0,200,25
-9.19,-983.48,440.0,0,200,25
-9.22,-989.72,440.0,0,200,25
-9.26,-1000.63,440.0,0,200,25
-9.32,-1011.23,440.0,0,200,25
-9.33,-1019.29,440.0,0,200,25
-9.4,-1021.38,440.0,0,200,25
-9.42,-1018.46,440.0,0,200,25
-9.47,-1008.64,440.0,0,200,25
-9.51,-999.33,440.0,0,200,25
-9.54,-993.87,440.0,0,200,25
-9.58,-991.02,440.0,0,200,25
-9.62,-992.6,440.0,0,200,25
-9.66,-998.2,440.0,0,200,25
-9.72,-1006.42,440.0,0,200,25
-9.77,-1015.99,440.0,0,200,25
-9.79,-1023.25,440.0,0,200,25
-9.82,-1029.7,440.0,0,200,25
-9.89,-1028.81,440.0,0,200,25
-9.91,-1023.37,440.0,0,200,25
-9.94,-1012.97,440.0,0,200,25
-10.0,-1005.67,440.0,0,200,25
-10.03,-1000.33,440.0,0,200,25
-10.08,-999.04,440.0,0,200,25
-10.1,-1001.54,440.0,0,200,25
-10.13,-1008.31,440.0,0,200,25
-10.18,-1016.04,440.0,0,200,25
-10.25,-1026.95,440.0,0,200,25
-10.25,-1033.96,440.0,0,200,25
-10.3,-1037.0,440.0,0,200,25
-10.37,-1033.07,440.0,0,200,25
-10.37,-1024.85,440.0,0,200,25
-10.42,-1016.57,440.0,0,200,25
-10.47,-1009.22,440.0,0,200,25
-10.49,-1006.4,440.0,0,200,25
-10.56,-1009.65,440.0,0,200,25
-10.58,-1013.34,440.0,0,200,25
-10.63,-1020.76,440.0,0,200,25
-10.67,-1028.73,440.0,0,200,25
-10.71,-1036.26,440.0,0,200,25
-10.74,-1040.71,440.0,0,200,25
-10.78,-1040.68,440.0,0,200,25
-10.81,-1034.68,440.0,0,200,25
-10.87,-1027.58,440.0,0,200,25
-10.9,-1018.73,440.0,0,200,25
-10.95,-1013.38,440.0,0,200,25
-10.98,-1012.06,440.0,0,200,25
-11.01,-1014.7,440.0,0,200,25
-11.07,-1019.78,440.0,0,200,25
-11.09,-1027.39,440.0,0,200,25
-11.13,-1036.13,440.0,0,200,25
-11.2,-1042.64,440.0,0,200,25
-11.2,-1044.77,440.0,0,200,25
-11.27,-1041.37,440.0,0,200,25
-11.29,-1034.47,440.0,0,200,25
-11.33,-1026.23,440.0,0,200,25
-11.39,-1018.28,440.0,0,200,25
-11.41,-1015.87,440.0,0,200,25
-11.45,-1016.8,440.0,0,200,25
-11.48,-1022.46,440.0,0,200,25
-11.5,-1031.73,440.0,0,200,25
-11.54,-1041.3,440.0,0,200,25
-11.56,-1047.92,440.0,0,200,25
-11.6,-1052.15,440.0,0,200,25
-11.61,-1055.57,440.0,0,200,25
-11.64,-1054.62,440.0,0,200,25
-11.64,-1053.87,440.0,0,200,25
-11.67,-1050.82,440.0,0,200,25
-11.68,-1046.85,440.0,0,200,25
-11.68,-1040.62,440.0,0,200,25
-11.69,-1038.76,440.0,0,200,25
-11.68,-1039.12,440.0,0,200,25
-11.68,-1042.03,440.0,0,200,25
-11.67,-1051.45,440.0,0,200,25
-11.7,-1060.45,440.0,0,200,25
-11.68,-1066.46,440.0,0,200,25
-11.69,-1066.73,440.0,0,200,25
-11.71,-1060.34,440.0,0,200,25
-11.71,-1049.08,440.0,0,200,25
-11.73,-1040.26,440.0,0,200,25
-11.73,-1031.99,440.0,0,200,25
-12.12,-1028.61,440.0,0,200,25
-12.12,-1031.94,440.0,0,200,25
-12.12,-1040.86,440.0,0,200,25
-12.12,-1051.06,440.0,0,200,25
-12.12,-1061.08,440.0,0,200,25
-12.11,-1067.97,440.0,0,200,25
-12.1,-1067.19,440.0,0,200,25
-12.1,-1060.5,440.0,0,200,25
-12.07,-1048.0,440.0,0,200,25
-12.06,-1037.31,440.0,0,200,25
-12.03,-1030.5,440.0,0,200,25
-11.98,-1027.06,440.0,0,200,25
-11.96,-1030.6,440.0,0,200,25
-11.91,-1036.7,440.0,0,200,25
-11.88,-1044.17,440.0,0,200,25
-11.85,-1052.22,440.0,0,200,25
-11.82,-1060.08,440.0,0,200,25
-11.79,-1063.09,440.0,0,200,25
-11.75,-1059.89,440.0,0,200,25
-11.72,-1050.23,440.0,0,200,25
-11.69,-1039.17,440.0,0,200,25
-11.64,-1028.04,440.0,0,200,25
-11.62,-1023.1,440.0,0,200,25
-11.59,-1021.26,440.0,0,200,25
-11.55,-1025.78,440.0,0,200,25
-11.54,-1033.88,440.0,0,200,25
-11.49,-1043.32,440.0,0,200,25
-11.44,-1052.71,440.0,0,200,25
-11.42,-1060.01,440.0,0,200,25
-11.38,-1057.94,440.0,0,200,25
-11.33,-1051.42,440.0,0,200,25
-11.31,-1040.68,440.0,0,200,25
-11.26,-1026.37,440.0,0,200,25
-11.22,-1019.42,440.0,0,200,25
-11.19,-1017.1,440.0,0,200,25
-11.13,-1021.42,440.0,0,200,25
-11.09,-1030.49,440.0,0,200,25
-11.07,-1036.81,440.0,0,200,25
-11.05,-1046.93,440.0,0,200,25
-10.99,-1052.07,440.0,0,200,25
-10.95,-1051.16,440.0,0,200,25
-10.91,-1044.22,440.0,0,200,25
-10.86,-1034.41,440.0,0,200,25
-10.82,-1024.39,440.0,0,200,25
-10.79,-1018.04,440.0,0,200,25
-10.76,-1016.9,440.0,0,200,25
-10.72,-1019.5,440.0,0,200,25
-10.67,-1023.48,440.0,0,200,25
-10.63,-1030.27,440.0,0,200,25
-10.6,-1035.77,440.0,0,200,25
-10.56,-1041.21,440.0,0,200,25
-10.52,-1042.48,440.0,0,200,25
-10.5,-1041.75,440.0,0,200,25
-10.44,-1035.02,440.0,0,200,25
-10.4,-1027.85,440.0,0,200,25
-10.33,-1021.41,440.0,0,200,25
-10.31,-1015.24,440.0,0,200,25
-10.27,-1014.72,440.0,0,200,25
-10.22,-1014.89,440.0,0,200,25
-10.2,-1018.75,440.0,0,200,25
-10.16,-1024.14,440.0,0,200,25
-10.12,-1029.66,440.0,0,200,25
-10.08,-1035.15,440.0,0,200,25
-10.03,-1037.87,440.0,0,200,25
-10.0,-1034.27,440.0,0,200,25
-9.94,-1027.65,440.0,0,200,25
-9.93,-1017.15,440.0,0,200,25
-9.88,-1010.68,440.0,0,200,25
-9.83,-1005.59,440.0,0,200,25
-9.82,-1004.22,440.0,0,200,25
-9.77,-1005.9,440.0,0,200,25
-9.74,-1008.38,440.0,0,200,25
-9.69,-1014.17,440.0,0,200,25
-9.62,-1021.42,440.0,0,200,25
-9.61,-1024.41,440.0,0,200,25
-9.56,-1024.25,440.0,0,200,25
-9.53,-1018.59,440.0,0,200,25
-9.48,-1009.35,440.0,0,200,25
-9.45,-1001.02,440.0,0,200,25
-9.41,-995.51,440.0,0,200,25
-9.37,-991.83,440.0,0,200,25
-9.33,-990.87,440.0,0,200,25
-9.28,-994.42,440.0,0,200,25
-9.25,-1000.2,440.0,0,200,25
-9.21,-1005.55,440.0,0,200,25
-9.16,-1010.75,440.0,0,200,25
-9.12,-1012.89,440.0,0,200,25
-9.1,-1009.05,440.0,0,200,25
-9.06,-1000.62,440.0,0,200,25
-9.02,-991.46,440.0,0,200,25
-8.96,-985.07,440.0,0,200,25
-8.94,-978.04,440.0,0,200,25
-8.89,-979.0,440.0,0,200,25
-8.84,-980.13,440.0,0,200,25
-8.81,-984.88,440.0,0,200,25
-8.77,-991.7,440.0,0,200,25
-8.71,-998.26,440.0,0,200,25
-8.68,-1003.24,440.0,0,200,25
-8.65,-1000.66,440.0,0,200,25
-8.61,-994.7,440.0,0,200,25
-8.55,-985.52,440.0,0,200,25
-8.53,-976.01,440.0,0,200,25
-8.47,-970.32,440.0,0,200,25
-8.44,-966.78,440.0,0,200,25
-8.42,-971.07,440.0,0,200,25
-8.35,-974.46,440.0,0,200,25
-8.32,-979.9,440.0,0,200,25
-8.3,-986.14,440.0,0,200,25
-8.24,-991.6,440.0,0,200,25
-8.22,-991.58,440.0,0,200,25
-8.19,-984.82,440.0,0,200,25
-8.14,-976.15,440.0,0,200,25
-8.09,-967.2,440.0,0,200,25
-8.06,-960.28,440.0,0,200,25
-8.01,-959.45,440.0,0,200,25
-7.97,-960.93,440.0,0,200,25
-7.91,-964.09,440.0,0,200,25
-7.88,-969.1,440.0,0,200,25
-7.85,-974.8,440.0,0,200,25
-7.8,-979.19,440.0,0,200,25
-7.77,-981.28,440.0,0,200,25
-7.73,-976.59,440.0,0,200,25
-7.67,-969.09,440.0,0,200,25
-7.66,-958.66,440.0,0,200,25
-7.62,-953.33,440.0,0,200,25
-7.58,-947.93,440.0,0,200,25
-7.53,-948.12,440.0,0,200,25
-7.5,-950.22,440.0,0,200,25
-7.44,-957.17,440.0,0,200,25
-7.41,-962.92,440.0,0,200,25
-7.38,-968.0,440.0,0,200,25
-7.33,-971.25,440.0,0,200,25
-7.29,-969.57,440.0,0,200,25
-7.25,-963.07,440.0,0,200,25
-7.21,-952.68,440.0,0,200,25
-7.17,-943.02,440.0,0,200,25
-7.14,-938.3,440.0,0,200,25
-7.08,-937.52,440.0,0,200,25
-7.05,-939.38,440.0,0,200,25
-6.99,-944.97,440.0,0,200,25
-6.98,-950.78,440.0,0,200,25
-6.93,-956.51,440.0,0,200,25
-6.9,-960.22,440.0,0,200,25
-6.84,-960.69,440.0,0,200,25
-6.82,-954.54,440.0,0,200,25
-6.77,-944.93,440.0,0,200,25
-6.73,-935.74,440.0,0,200,25
-6.7,-929.05,440.0,0,200,25
-6.66,-926.66,440.0,0,200,25
-6.62,-926.92,440.0,0,200,25
-6.56,-932.44,440.0,0,200,25
-6.52,-937.47,440.0,0,200,25
-6.49,-943.16,440.0,0,200,25
-6.47,-947.51,440.0,0,200,25
-6.41,-948.1,440.0,0,200,25
-6.39,-943.95,440.0,0,200,25
-6.34,-934.62,440.0,0,200,25
-6.3,-925.33,440.0,0,200,25
-6.27,-916.94,440.0,0,200,25
-6.19,-913.19,440.0,0,200,25
-6.16,-913.08,440.0,0,200,25
-6.14,-916.31,440.0,0,200,25
-6.1,-919.72,440.0,0,200,25
-6.07,-928.39,440.0,0,200,25
-6.0,-933.8,440.0,0,200,25
-5.97,-934.29,440.0,0,200,25
-5.92,-931.59,440.0,0,200,25
-5.88,-923.46,440.0,0,200,25
-5.86,-913.34,440.0,0,200,25
-5.8,-904.14,440.0,0,200,25
-5.78,-899.79,440.0,0,200,25
-5.73,-897.98,440.0,0,200,25
-5.7,-898.55,440.0,0,200,25
-5.67,-904.74,440.0,0,200,25
-5.62,-909.67,440.0,0,200,25
-5.56,-913.71,440.0,0,200,25
-5.52,-915.21,440.0,0,200,25
-5.5,-914.13,440.0,0,200,25
-5.46,-908.31,440.0,0,200,25
-5.4,-899.48,440.0,0,200,25
-5.39,-892.1,440.0,0,200,25
-5.34,-884.49,440.0,0,200,25
-5.29,-878.78,440.0,0,200,25
-5.26,-881.21,440.0,0,200,25
-5.21,-883.59,440.0,0,200,25
-5.17,-888.81,440.0,0,200,25
-5.13,-891.82,440.0,0,200,25
-5.11,-895.81,440.0,0,200,25
-5.06,-897.01,440.0,0,200,25
-5.01,-891.65,440.0,0,200,25
-4.97,-884.17,440.0,0,200,25
-4.94,-873.03,440.0,0,200,25
-4.89,-862.81,440.0,0,200,25
-4.87,-858.59,440.0,0,200,25
-4.82,-857.28,440.0,0,200,25
-4.78,-860.01,440.0,0,200,25
-4.73,-863.22,440.0,0,200,25
-4.71,-868.59,440.0,0,200,25
-4.67,-869.79,440.0,0,200,25
-4.62,-870.43,440.0,0,200,25
-4.59,-867.75,440.0,0,200,25
-4.52,-860.77,440.0,0,200,25
-4.5,-848.6,440.0,0,200,25
-4.47,-838.07,440.0,0,200,25
-4.43,-830.6,440.0,0,200,25
-4.37,-826.3,440.0,0,200,25
-4.35,-825.61,440.0,0,200,25
-4.3,-827.27,440.0,0,200,25
-4.26,-830.83,440.0,0,200,25
-4.23,-832.97,440.0,0,200,25
-4.18,-833.82,440.0,0,200,25
-4.14,-832.86,440.0,0,200,25
-4.09,-825.91,440.0,0,200,25
